,A,B,C,D,E,F,G,H,I,J,À˘ Ù¿‡±
1442,0.527337797,0.500687432,0.907872734,0.915369029,0.337535957,0.365074485,0.321279399,0.725523123,0.911559909,0.625568909,0
1443,0.321412479,0.077357125,0.943156325,0.909339118,0.539525931,0.696696129,0.063395276,0.184840857,0.07146205,0.823729967,2
1444,0.730087749,0.899727516,0.207024937,0.282744544,0.444121981,0.07964202,0.920257248,0.194764234,0.808533845,0.132849277,3
1445,0.693403911,0.015556057,0.977438907,0.896803586,0.650799941,0.11823371,0.547426002,0.565654578,0.632473132,0.203782372,3
1446,0.495145235,0.733363149,0.660002873,0.248415209,0.40676385,0.796907609,0.451884345,0.286073872,0.644558461,0.146442035,0
1447,0.325200979,0.69664997,0.65416708,0.634201125,0.315086387,0.308251352,0.823706609,0.332691724,0,0.032834326,2
1448,0.203039617,0.812524867,0.059045158,0.34177571,0.814697932,0.859333129,0.720823003,0.703877763,0.309590326,0.143369399,2
1449,0.765214309,0.345852751,0.558511182,0.575556216,0.692833218,0.881996754,0.407418962,0.184152155,0,0.51886848,2
1450,0.585617736,0.859471132,0.628041894,0.500509926,0.290574895,0.926761521,0.354274199,0.014121323,0.823067253,0.48284147,0
1451,0.786044329,0.482622736,0.513110005,0.623536223,0.182500407,0.511900115,0.374563235,0.429632402,0.60315633,0.16700302,0
1452,0.527008533,0.192010323,0.350126607,0.626696726,0.927220721,0.407888439,0.371385507,0.551601424,0.75419698,0.067447655,3
1453,0.033991639,0.483077272,0.894811706,0.914306009,0,0.058987329,0.063259396,0.605046964,0.135836025,0.044202872,1
1454,0.245437162,0.495091736,0.342927899,0.232775445,0.85153543,0.434440199,0.683139164,0.624212764,0.261259064,0.127417532,3
1455,0.688399099,0.533004275,0.526367593,0.520537624,0.239770011,0,0.926946231,0.4583305,0.704142281,0.725527664,0
1456,0.847180609,0.786516395,0.090455369,0.604979613,0.019492303,0.791180693,0.825879338,0.740393781,0.009541686,0.303917403,0
1457,0.974617572,0.296018813,0.394366814,0.755224449,0.201052643,0.496452097,0.374874772,0.741848247,0.87856222,0,0
1458,0.82121647,0.714946478,0.782420776,0.02809702,0.253778273,0.798417798,0.576344362,0.317932823,0.231446163,0.761617993,0
1459,0.313076693,0.077119308,0.253981302,0.768181702,0.962358695,0.379610117,0.389627406,0.64830347,0.627704538,0.812658245,3
1460,0,0.641120218,0.026122813,0.159553583,0.461895997,0.611371797,0.607067383,0.383741383,0.902084868,0.519019679,3
1461,0.605402375,0.796125196,0.145222277,0.708390947,0.166190168,0.940343553,0.350246615,0.951395268,0.275800341,0.023176536,2
1462,0.643579803,0.414196932,0.88796183,0.780903023,0.968463746,0.067232749,0.90576422,0.310221369,0.157760632,0.226544569,2
1463,0.075386309,0.292357832,0.64772115,0.323169605,0.971417507,0.93302908,0.348343309,0.746040949,0.005158107,0.484705089,2
1464,0.429762167,0.318991954,0.207943627,0.52622843,0.153909203,0.559115946,0.70477004,0.075745483,0.311721017,0.216815513,1
1465,0.164228589,0.490024487,0.317095231,0.134349167,0,0.644075744,0.310428716,0.314719601,0.821626406,0.577811995,0
1466,0.611379969,0.403739436,0.018752421,0.095203667,0,0,0,0.302818808,0.649217484,0.246721777,1
1467,0,0.503651636,0.598342484,0,0.227460835,0,0.193323349,0.453287625,0.16732284,0,1
1468,0.516251177,0.064251492,0,0.642398887,0.847703607,0.263208361,0.408393447,0,0.108059832,0.383446972,1
1469,0.405289448,0,0.307698971,0.066964845,0.423198457,0.214013618,0.46021017,0.033248717,0,0.418273229,1
1470,0,0,0.330073063,0.683463553,0.393945955,0.266002048,0.620088543,0.458179907,0,0.29757621,1
1471,0.233653629,0.416721323,0,0.019079616,0,0,0.223829787,0.045558842,0.141685833,0.310382443,1
1472,0,0.669587423,0.304761926,0.118134751,0.120637408,0.4429662,0.706931026,0.646480061,0.653900057,0.762976755,0
1473,0.080849304,0.291378226,0.539699766,0.384935738,0.070364846,0,0,0.271327619,0.529379038,0.533118166,1
1474,0.019994545,0.095919345,0,0.519211314,0,0,0,0,0.418743574,0,1
1475,0.334304501,0.405963465,0.369502744,0.261649584,0.064817594,0.022928482,0.467646054,0,0.436652106,0.101356391,1
1476,0,0.503230843,0.602600388,0.01018379,0.047935136,0.448084692,0.0240004,0.513557676,0.373553226,0.80242369,0
1477,0.312372993,0.108510127,0.064339352,0.643492024,0,0.577733014,0,0.21285672,0.537829579,0.659884588,1
1478,0,0.369084191,0.310502301,0.496413765,0,0.345587519,0.145929711,0.054090954,0.276141724,0.67763922,1
1479,0.156301961,0.36443559,0,0.453185702,0.28951059,0,0,0,0.309298108,0.019851329,1
1480,0.700309294,0.335662113,0,0.52887276,0.424563123,0.331748326,0.760489995,0,0.139156388,0,1
1481,0.680504247,0.124773248,0.748276754,0.074093947,0.265227823,0.039331219,0.605602898,0.513683843,0.668594722,0.00160204,1
1482,0.660304745,0.336301556,0,0.56835824,0.283005643,0,0.460087365,0.044866501,0,0.855749209,1
1483,0.466356773,0.402399554,0.057446446,0.492642202,0.200187543,0.354515353,0,0.624068546,0.439632201,0.181993499,1
1484,0.346336869,0,0.454627874,0.44648314,0,0,0.271183173,0,0.29694628,0,1
1485,0,0.096228306,0.387942959,0.28713985,0,0,0,0.31356529,0.002281131,0.316618607,1
1486,0.134919222,0.445906624,0.313417099,0.232113301,0.490389482,0.657564884,0.082829262,0,0,0,1
1487,0.50867037,0.583417318,0.795456516,0.335669712,0.840538159,0.298712693,0.662453976,0.650785276,0.848144124,0.857834576,3
1488,0.252651349,0.606306741,0.877445331,0.712881896,0.805227078,0.621843721,0.321433738,0.257069422,0.472539407,0.196712475,2
1489,0.538314819,0.185653313,0.748790134,0.491066064,0.845045507,0.456730238,0.622838948,0.203454575,0.080862888,0.594924411,2
1490,0.406350736,0.913341441,0.264448336,0.118039617,0.114160131,0.800307449,0.608990411,0.461181478,0.883378939,0.468972483,0
1491,0.013276524,0.282283951,0.261441209,0.973427364,0.792578453,0.346167186,0.088472427,0.27941625,0.475244295,0.5407929,3
1492,0.218366956,0.268405517,0.222915132,0.172554281,0,0.766087497,0.116151556,0.427693289,0.822228904,0.983559133,0
1493,0.454639273,0.672499958,0.442560404,0.121733416,0.080200109,0.381843405,0.131713861,0.622493507,0.041285726,0.495747427,1
1494,0.461059959,0.031153382,0.375026773,0.941370766,0.59830916,0.93786419,0.510231641,0,0.928134626,0.286920215,3
1495,0.863879605,0.239474225,0.766963746,0.134784342,0.114975179,0.751978996,0.727216021,0.835154739,0.29278639,0.438302597,0
1496,0.516280796,0.663732943,0.93687198,0.876664713,0.413520785,0.911351637,0.09685002,0.883490622,0.95664135,0.158420427,0
1497,0.88105244,0.677769156,0.113003819,0.038241541,0.361940892,0.928237117,0.539603814,0.422251337,0.455810145,0.057173623,0
1498,0.608119803,0.485228164,0.124697857,0.138017237,0.588389438,0.373064454,0.884798722,0.673875221,0.601183593,0.016350905,3
1499,0.606047355,0.871636083,0.680991426,0,0.812280689,0.801309566,0.008691818,0.296799661,0.156307669,0.865105608,2
1500,0.740074398,0.692665325,0.566287499,0.616594646,0.523797827,0.489631147,0.824234336,0.830606497,0.048281828,0.861247605,2
1501,0,0.846590167,0.754639201,0.969060231,0.721933132,0.888792764,0.15950042,0.056348416,0.89704347,0.068621764,3
1502,0.157304012,0.486973189,0.166027246,0.793107326,0.242022971,0.782799812,0.300407437,0.82591689,0.93121147,0.936188632,0
1503,0.762408488,0.090957993,0.261291995,0.603772907,0.073182748,0.714045015,0.766143906,0.129385651,0.492139871,0.887467417,0
1504,0.348529602,0.428803918,0.187206434,0,0.8227976,0.920576137,0.228137661,0.524828805,0.253289939,0.390777641,2
1505,0.35950407,0.209159227,0.018358203,0.15167565,0.089319245,0.009139539,0.331408289,0.199638185,0.928457111,0.326049078,1
1506,0.06776058,0.933817014,0.053621628,0.940618232,0.564429848,0.218495698,0.488751203,0.371487968,0.34138627,0.934729879,2
1507,0.336529385,0.855675075,0.203517786,0.176846345,0,0.39771632,0.309848367,0.726119533,0.761226727,0.744226979,0
1508,0.520358925,0.337994795,0.33667,0.461714734,0.065489026,0.358797956,0.582442445,0.80410139,0.374945488,0.607785143,0
1509,0.647911397,0.96311919,0.915436772,0.479818256,0.965173294,0.534649744,0.023855738,0.266230828,0.272759233,0.16074475,2
1510,0.73800162,0.01610675,0.356139411,0.744951503,0.698803353,0.182747545,0.644476634,0.42905362,0.731812636,0.705277547,3
1511,0.710040334,0.204919307,0.478403727,0.12874209,0.048087421,0.650882902,0.337122258,0.144712485,0.662957579,0.10677447,0
1512,0.652899211,0.36119943,0.419586767,0.969689871,0.980142215,0.454419877,0.282745727,0.740643114,0.381551032,0.607205513,2
1513,0.521391747,0.824269542,0.827394166,0.752098503,0.422781508,0.450588656,0.769714003,0.864700053,0.678709835,0.678931856,0
1514,0.878380285,0.078580684,0.780341822,0.569647777,0.848065622,0.40186576,0.209157729,0.399501505,0.652349146,0.044116764,3
1515,0.146290722,0.672519343,0.827659383,0,0,0.733481582,0.464541189,0.213629514,0.699276783,0.411838557,0
1516,0.702111181,0.398207107,0.617751857,0.945414823,0.552014751,0.320292161,0.051635076,0.261726404,0.533424233,0.349881941,2
1517,0.432736665,0.631631153,0.645367537,0.452928919,0.515186048,0.526133779,0.264288193,0,0.362219493,0.120950491,2
1518,0.662646672,0.036075144,0,0.158104997,0.204723066,0,0,0,0,0.079779737,1
1519,0.575161591,0.302590062,0.162370915,0,0,0,0,0,0,0.213791862,1
1520,0.251561561,0,0.579389146,0.346842619,0.37130262,0.486567241,0,0.512650459,0.63514138,0.426552362,1
1521,0.741229988,0.428276657,0.182637019,0,0.334582846,0.224716706,0.407702598,0.448020995,0.536418148,0,1
1522,0.325843931,0.940143609,0.011976225,0.862617258,0.318609595,0.153892541,0.306523587,0.729429485,0.750494494,0.931277309,0
1523,0.01470168,0.226258991,0.505084499,0,0.08142988,0.73689445,0.605389595,0.41270038,0.714686263,0.67898652,0
1524,0,0,0.520797868,0.469923658,0,0,0,0.588700705,0.23199098,0.172399402,1
1525,0,0.223706573,0.392348796,0.371070437,0.112018929,0.217151983,0.16000029,0,0.5928756,0,1
1526,0.666628919,0.135562446,0.02563423,0.245622319,0,0.691072933,0,0.706178109,0,0.33107546,1
1527,0,0,0.050104802,0.268632931,0.183494199,0.112651302,0,0,4.14E-05,0.464712001,1
1528,0,0,0.562043108,0.448308476,0.237276598,0,0,0,0,0,1
1529,0.181154705,0,0.350715385,0,0.07050883,0,0.193050746,0,0,0.230262919,1
1530,0.258978055,0.229582765,0.412934424,0.171387096,0.447480702,0.387584393,0.726925166,0.157201827,0.032004615,0.030899951,1
1531,0.682165804,0,0.004542578,0,0.085854048,0.58259682,0.604489405,0.407977821,0.664784316,0.117972557,1
1532,0.692634163,0.155130094,0.469731993,0.630931795,0.770330998,0.108152099,0.852429502,0.686776137,0.567280883,0.904757451,3
1533,0.105221245,0.302957224,0.202729205,0,0.418593034,0,0.146906547,0.531603787,0.414300065,0.500967232,1
1534,0,0.222127808,0,0,0.234498985,0.0490271,0,0.048669082,0,0.568905324,1
1535,0.667744192,0,0.00950384,0.850174868,0.138716265,0.75234316,0.409784524,0.815263778,0.125865762,0,2
1536,0.463292857,0,0.130847938,0.084530892,0.448326702,0.075154823,0,0,0.438044861,0.166338451,1
1537,0.572303121,0.70178286,0.732257209,0.636126847,0.610443959,0.353891294,0,0.167288428,0.073569573,0,2
1538,0.395593547,0.091698922,0.476339517,0.628828306,0.623743323,0.659890053,0.495542179,0,0.313638863,0.520993421,2
1539,0.317886679,0.691119099,0.092143282,0.488519797,0.841872885,0.859027639,0.78047373,0.19258948,0.069948455,0.001305778,2
1540,0.42987387,0.7203758,0.557399227,0.255373828,0.573405931,0.281539198,0.900340822,0.015486862,0.631112345,0.918770584,3
1541,0.580669531,0.777764304,0.481900503,0.296563679,0.67400695,0.93392157,0.020078928,0.067897395,0.170038369,0.589319239,2
1542,0.498327056,0.737136568,0.186569099,0.063240651,0.084483917,0.517491141,0.382321628,0.770038614,0.872572519,0.494823473,0
1543,0.580742095,0.389557922,0.552434927,0.032054866,0.836949668,0.209664851,0.066896022,0.581873269,0.117332664,0.402875742,2
1544,0.799379414,0.249198913,0.737293238,0.676512985,0.843817322,0.786711347,0.184898257,0.405052093,0.904829115,0.943810883,3
1545,0.721812527,0.027406626,0.728787847,0.94041523,0.061415788,0.33129737,0,0,0.403910677,0.020981465,1
1546,0.65333048,0.392136353,0.171688419,0.516404833,0.308545638,0.001001345,0.439645217,0.688569953,0.899142607,0.283284619,3
1547,0.092491918,0.334182429,0.334682364,0.91754864,0.583835471,0.461126403,0.14306477,0.436879229,0.762452555,0.408938917,3
1548,0.551782461,0.454105897,0.565742174,0.422906691,0.520713435,0.077243846,0.255551754,0.667868496,0.133171487,0.790799474,2
1549,0.495763901,0.980549636,0.849356243,0.48300484,0.196473941,0.537753593,0.805297704,0.309933001,0.481752185,0.906891191,0
1550,0.77074462,0.143184386,0.133745045,0.139451134,0.076221931,0.482750043,0.358513709,0.792342744,0.256772538,0.89383105,0
1551,0.902639255,0.048611478,0.174569506,0.443941557,0.241081042,0.463563088,0.857363421,0.487062877,0.863563057,0.128255526,0
1552,0.478248651,0.630121308,0.440270904,0.621732892,0.471454537,0.513097401,0.538918668,0.132705951,0.52881395,0.061671025,3
1553,0.907529133,0.854924896,0.739559166,0.599055342,0.716595976,0.410681691,0.070291003,0.323715373,0.52771369,0.724358404,2
1554,0.306768321,0.008061133,0.352538166,0.49718202,0.784873571,0.287958084,0.06915997,0.510891237,0.07931842,0.455641187,1
1555,0.964322719,0.951765862,0.409330914,0.249860805,0.728415117,0.049536037,0.256042742,0.282367258,0.736572393,0.311194391,3
1556,0.881384122,0.778205152,0.288173739,0.4546497,0.300465323,0.732263291,0.504472958,0.288935041,0.049179368,0.664475928,2
1557,0.208701857,0.850793498,0.12530646,0.430366446,0.696165297,0.804219177,0.311865602,0.636534615,0.162230129,0.457873518,2
1558,0.439348217,0.566049507,0.971864786,0.095552539,0.970588421,0.335285374,0.483926913,0.318896567,0.414526818,0.215849094,3
1559,0.265703945,0.208980164,0.141615923,0.896018979,0.545026868,0.447583822,0.372664939,0.766032503,0.506539247,0.463622868,3
1560,0.380375081,0.81260588,0.797601315,0.095987727,0.564526714,0.81904085,0.939469413,0.052567879,0.555858769,0.762614431,0
1561,0.801697373,0.79550044,0.403512161,0.034951501,0.771956194,0.703896344,0.577180975,0.553630018,0.180866847,0.935595879,2
1562,0.891847105,0.73052327,0.097333578,0.873161661,0.31079651,0.387332627,0.50169361,0.622196928,0.758886906,0.675366081,0
1563,0.281449665,0.585690823,0.592130989,0.427321063,0.197824195,0,0.69369517,0.342929188,0.038146158,0.870096713,0
1564,0.767607291,0.846119786,0.652510464,0.821621994,0.562416976,0.355234465,0.494514627,0.134289153,0.946351377,0.676343485,3
1565,0.409098772,0.722795017,0.868807951,0.159252688,0.413481734,0.107842491,0.450505752,0.109023981,0.506621422,0.55503977,0
1566,0.903804082,0.719163125,0.921459643,0.280815073,0.802143763,0.924722456,0.769603261,0.541079971,0.591235512,0,2
1567,0.224869393,0.648797542,0.566103738,0,0.257960018,0.910974226,0.054857145,0.49465086,0,0.055503329,2
1568,0.511352394,0.828452709,0.418127865,0.871980035,0.139740511,0.473020277,0.194623438,0.041466684,0.850593105,0.326908083,0
1569,0.702525644,0.268246958,0.559957924,0.300030996,0.715152332,0.348255909,0.371096728,0.251430791,0,0.378514069,2
1570,0.278446136,0.84276036,0.780667256,0.258378493,0.839333282,0.172909894,0.404736064,0.486833065,0.230793107,0.071334936,2
1571,0,0.519618574,0.368638761,0.789808192,0.314227231,0.690705501,0.646899988,0.27328729,0.595784935,0.005997121,0
1572,0.459543844,0,0.801863434,0.779127351,0.205465903,0.679512301,0.330786653,0.461353324,0,0,2
1573,0.632212257,0.679533502,0.160552265,0.44288391,0.193195641,0.718588533,0,0,0.261959712,0.020786826,1
1574,0.566934487,0.564009232,0,0.421824743,0,0.351502414,0.314761588,0.190190696,0,0.380562641,1
1575,0.274896962,0.639054921,0.807408215,0.790491109,0.464658317,0.715027783,0.144265081,0.797680531,0.718969781,0.067549632,3
1576,0.377859287,0.096134231,0.279443845,0.299654896,0.960450494,0.251932773,0.244507014,0.173458307,0.718477102,0.069233238,3
1577,0.586752846,0,0.590578227,0.518064003,0,0,0,0.097762644,0.473102694,0.108705492,1
1578,0.688562437,0.506822452,0.028498489,0.112378947,0,0.5489979,0.290701824,0.681121051,0,0,1
1579,0,0.3234025,0.601258037,0.183585769,0.704258653,0.154539347,0.374591476,0.117995745,0.135580107,0.478547803,1
1580,0.323940775,0.220415011,0.310590029,0.858747516,0.110582304,0.253224465,0.284586711,0.676409441,0.748243575,0.308489913,0
1581,0.339016917,0.163220878,0.210963402,0.680535109,0.663083341,0.789524904,0.002285,0.635384105,0.678695777,0.105723239,3
1582,0.440477932,0.268875845,0.62275925,0,0.569647327,0,0.222837814,0.118762691,0,0.704251916,1
1583,0.244847544,0.604052151,0.107551298,0.399452166,0.263421759,0.233354804,0.161999206,0.399282896,0.248651767,0.506716413,1
1584,0,0,0.591409523,0.550697316,0.585424228,0.084266112,0.335442771,0.462432429,0.522894639,0.051043425,1
1585,0.353838635,0,0,0.631687195,0,0.214297686,0.415135007,0.430688002,0.143302882,0.719300086,1
1586,0.387693508,0.605527488,0.819571747,0.045057405,0.455145353,0.102061743,0.54227332,0.569510645,0,0.20788142,2
1587,0.526833794,0.29137921,0.164032192,0.169106008,0.336767032,0.034595174,0.208832451,0.591637986,0.60578527,0.746305901,1
1588,0.204245163,0.145724551,0.636665568,0.004301467,0,0.623693976,0.714298321,0.838619626,0.08156009,0.28811322,0
1589,0.192983635,0.191246691,0.228621302,0.544040657,0.572611062,0.248953108,0.421839026,0.663114222,0.746097791,0.252428393,3
1590,0.188152746,0.389838376,0.387213012,0.127036087,0.061493176,0.291985967,0.219231554,0.162398967,0.76353358,0.585429287,1
1591,0.442206888,0.110615572,0.553684282,0.185132071,0.239270589,0.830399704,0.50277722,0.974341272,0.486696566,0.079345123,0
1592,0.02102167,0.789793613,0.764677724,0.523208842,0.097640353,0.934616825,0.52518423,0.82055801,0.047467464,0.965677643,0
1593,0.789018468,0.483714853,0.584088164,0.597600054,0.427681,0.770149426,0.65906784,0.272920113,0.813370489,0.90350253,0
1594,0.950384323,0.31056825,0.181540402,0.35023283,0.867271339,0.54118424,0.955006513,0.883137128,0.933472671,0.089087101,3
1595,0.044556185,0.191718215,0.25228743,0.914517677,0.61440078,0.694585986,0.311514786,0.077954779,0.205250682,0.278297036,2
1596,0.468045418,0.08886815,0.379143372,0.266678263,0.060538673,0.589084616,0.329429504,0.869869411,0.77415078,0.336576156,0
1597,0.915961206,0.433589159,0.815283381,0.617651652,0.286166038,0.629218711,0.327654654,0.064428454,0.566753289,0.371959209,0
1598,0.82982365,0.526317785,0.374942199,0.391486574,0.072762725,0.91819068,0.675675345,0.622390624,0.345384615,0.433220155,0
1599,0.525634247,0.934052574,0.882883568,0.770810897,0.225765877,0.506323492,0.492947685,0.391946389,0.701658546,0.68969749,0
1600,0.360888334,0.547276052,0.626576277,0.203218927,0.101609528,0.430368063,0.807344772,0.177588295,0.594598912,0.451198391,0
1601,0.340656647,0.279548928,0.633887461,0.037484261,0.531400631,0.05173472,0.780333626,0.776344428,0.547067268,0.931948676,3
1602,0.017475521,0.43781897,0.803450674,0.508608004,0.328614841,0.789025804,0.864680289,0.011034149,0.332323193,0.942659415,0
1603,0.831363466,0.880168205,0.533453507,0.702722372,0.432856616,0.368799464,0.044268131,0.196507896,0.039061832,0.419253789,2
1604,0.852593418,0.491055543,0.525181005,0.430582355,0.938896896,0.759298522,0.310337476,0.362513893,0.286475727,0.318678697,2
1605,0.538027411,0.240127601,0.039229012,0.251516938,0.181586983,0.950195749,0.636098371,0.060043003,0.226603808,0.070795639,1
1606,0.691029203,0.273262893,0.209674953,0.600938625,0.060123882,0.147520013,0.351291791,0.2743064,0.171518503,0.272195544,1
1607,0.159676596,0.294211068,0.078757039,0.155044256,0.958771151,0.025162176,0.791684468,0.238910702,0.978689938,0.81842088,3
1608,0.274341879,0.297711232,0.880865557,0.128086933,0.039645875,0.081709744,0.433191855,0.629045071,0.279057379,0.480505777,0
1609,0.084348838,0.670010352,0.388931021,0.559571566,0.348405479,0.921174638,0.964488525,0.752514522,0.726166896,0.792682433,0
1610,0.870512388,0.785464494,0.200607423,0.582743098,0.607388345,0.398280325,0.075669614,0.09799917,0.105506946,0.402817613,2
1611,0.146326405,0.095649609,0.585901824,0.117940072,0.123210965,0.555784871,0.059900781,0.567454942,0.659996858,0.741723577,0
1612,0.483106079,0.064118171,0.082029364,0.183949641,0.69349961,0.087756509,0.695467905,0.010249976,0.751919716,0.700131063,3
1613,0.616696666,0.929535489,0.117249311,0.511066788,0.638825135,0.666287857,0.695195362,0.865697965,0.443688184,0.492571444,2
1614,0.291318151,0.233698311,0.139935888,0.288518297,0.710346303,0.302066715,0.331090992,0,0.808365791,0.030377635,3
1615,0.278178926,0.3482693,0.876916003,0.172446633,0.342831703,0.647925643,0.028110801,0.984800397,0.166606243,0.301968206,2
1616,0.687150327,0.765133492,0.63304893,0.188180249,0.496346997,0.66914351,0.58387687,0.495294707,0.772798516,0.599135292,0
1617,0.388622685,0.641724394,0.201539542,0.820877539,0,0,0.422866343,0.052482456,0.121850465,0.128436735,1
1618,0.655283622,0.035263537,0.906863809,0.704374868,0.75673259,0.205270262,0.508908884,0.631096335,0.58909045,0.317351553,3
1619,0.063234613,0.121888792,0.561342356,0.334471058,0.222108738,0.12307931,0.675861191,0.764296544,0.07091691,0.111265866,1
1620,0.480839261,0,0.470636461,0.820808756,0,0.334281446,0.505633663,0.585131645,0.43324192,0.309996496,0
1621,0.003224767,0.197984887,0.099830482,0.010948533,0.062263723,0.312063693,0.235967896,0.557257582,0,0,1
1622,0.575357503,0.702359237,0.272196396,0.134551282,0.430749286,0.32909958,0.836273465,0.835496134,0.50913723,0.609836118,0
1623,0.334740364,0.419140491,0,0,0.605272981,0.028131402,0.497651943,0.357524533,0.566556723,0.182491533,1
1624,0.852070965,0.173731319,0.067425069,0.456518224,0.660101215,0.833035908,0.544976978,0.587594047,0.590660527,0.005748866,3
1625,0.543598092,0.391502743,0.646148351,0.489647555,0.371075906,0.265650674,0.433792364,0,0.224334187,0.881759879,2
1626,0.300948081,0.319493108,0.418330053,0.072883077,0.186770748,0.95432647,0.747761181,0.518394467,0.567097078,0.146578353,0
1627,0.588432709,0.50466034,0.112637459,0.526205596,0.189632147,0.552211245,0.742051461,0,0,0.06049289,1
1628,0.711418207,0.704121028,0.744631623,0,0.730098869,0,0.222334296,0.110232454,0,0.382821129,2
1629,0.288776213,0.582014435,0.116001455,0.004107673,0.712561582,0.500309774,0.535622078,0.52328507,0.831750999,0.809406761,3
1630,0.551230316,0.686274682,0.571987277,0.358990456,0.701965511,0.581136227,0.394145174,0.104416882,0.33517148,0.384035806,2
1631,0.507199505,0.852157038,0.981179115,0.525599565,0.611255684,0.422111393,0.683871596,0.487514137,0.100999705,0.168041055,2
1632,0.856501091,0.941403245,0.914440912,0.676348335,0.574669272,0.022084969,0.381633696,0,0.66460404,0.778606119,3
1633,0.598166827,0.538574774,0.013665374,0.158683336,0.597849701,0,0,0.359785027,0.030022434,0.345893169,1
1634,0.195271576,0.187118722,0.153786485,0.453600546,0.220895943,0.628392113,0.009634851,0.127614117,0.400553028,0.468115386,1
1635,0.235449031,0.40868246,0,0.430152339,0.464265498,0.224869616,0.348704566,0.229694391,0.097134778,0.322708329,1
1636,0.523007299,0.697821824,0.89688754,0.136826521,0,0.483802817,0,0.313177886,0.83787264,0.976013542,0
1637,0.179870547,0.012554865,0.303740967,0.398159528,0.789002652,0.5658544,0.444518979,0.126155957,0.887697223,0.298311464,3
1638,0.200504888,0,0.314741967,0,0,0,0.504531297,0.172053309,0.414312694,0.174625311,1
1639,0.138764246,0.955309704,0.362320905,0.693771326,0.712265325,0.926732729,0.312565029,0.882767264,0.618592072,0.676839148,3
1640,0.416220079,0.596244762,0.146182633,0.453243763,0.036208649,0.607782727,0.332851256,0.763545134,0.620794699,0.155626007,0
1641,0.776755846,0.675422588,0,0.703990918,0.419166774,0.157493598,0.516433934,0.728522011,0.346509623,0.100162832,2
1642,0.9619568,0.446045071,0.570578897,0.458998538,0.285631709,0.622838604,0.275245246,0.672023748,0.527509486,0.357812529,0
1643,0.561868892,0.239203281,0.496590453,0.829254946,0.868801732,0.881976262,0.460099506,0.47482695,0.856754335,0.421915644,3
1644,0.966742115,0.09068989,0.362828255,0.340226237,0.930558095,0.853421519,0,0.373026683,0.882978088,0.398128278,3
1645,0.072585224,0.065802701,0.147805844,0.278489064,0.087877473,0.198868165,0.758030962,0.812420971,0.438576827,0.101434959,1
1646,0,0.295859023,0.248360083,0.972965708,0.728886092,0.456740565,0.078011137,0.23040073,0.397617807,0.333101455,2
1647,0.122800581,0.357303464,0.477030364,0.850010251,0.197013946,0.050872119,0.821304182,0.148230522,0.750067838,0.388349784,0
1648,0.756623021,0.818519452,0.33114667,0.167653037,0.479249173,0.369288626,0.766400049,0.578305609,0.27635106,0.164225031,2
1649,0.428764061,0.593479358,0.242739161,0.852973531,0.453282515,0.27862293,0.536198259,0.944801215,0.483454342,0.864262902,0
1650,0.300601195,0.297434425,0.669712345,0.51249395,0.914798522,0.886921804,0.608848515,0.267488706,0,0.754936283,2
1651,0.74765929,0.966146741,0,0.673949203,0.666210092,0.611907705,0.363090136,0.189328116,0.566653204,0.476608815,2
1652,0.889809531,0.297158257,0.417835675,0.262561898,0.151751635,0.493147,0.039670806,0.154934724,0.451819919,0.047639416,1
1653,0.107032554,0.714325827,0.010249708,0.337478452,0.913070347,0.731119852,0.029266698,0.182394564,0.761039471,0.468166496,3
1654,0.477445173,0.403417257,0.811856224,0.681013493,0.03003195,0.173084998,0.903602538,0.492306482,0.930376543,0.922187772,0
1655,0.354887335,0.735229331,0.964383294,0.938930184,0.745610389,0.767664675,0.516393693,0.302612496,0.809182293,0.192620603,3
1656,0.637856172,0.125265985,0.846465754,0.371447317,0.70972615,0.618213057,0.488789826,0.240057675,0.667274166,0.083091125,3
1657,0.317465503,0.615095338,0.575447463,0.290245898,0.281384395,0.672716389,0.978961518,0.584234835,0.566345049,0.283665127,0
1658,0.725058195,0.513146246,0,0.374660793,0.79527939,0.239069245,0.819071176,0.513446724,0.138839899,0.46122345,2
1659,0.785619072,0.795692715,0.856004692,0,0.475809012,0.696495339,0.192189937,0.472431114,0.925641051,0.604693568,0
1660,0.214825697,0.217215952,0.499682007,0.669780615,0.211715932,0.428460019,0.655451671,0.409215163,0.816042017,0.321984,0
1661,0.787251924,0.430356272,0.088284767,0.34315925,0.466140294,0.891030827,0.334149846,0.52775769,0.23341349,0.098774448,2
1662,0.100636659,0.612604303,0.087125152,0.861101614,0.265349527,0.253907556,0.321604766,0.798382588,0.599709038,0.859440292,0
1663,0.289225028,0.566288537,0.753322072,0.18753988,0.621814914,0.955705827,0.969578213,0.510882838,0.02759447,0.032395274,2
1664,0.107920531,0.853967675,0.625385063,0.541013119,0.310321949,0.485295896,0.154311457,0.820108929,0.109133693,0.220632104,2
1665,0.203260417,0.804593366,0.294252502,0.68706389,0.837104653,0.101696536,0.424938126,0.923202853,0.564742878,0.681611764,3
1666,0.319853072,0.344826048,0.88160379,0.085111956,0.038507337,0.364148371,0.649605026,0.15715325,0.354866612,0.502743769,0
1667,0.028297869,0.904727704,0.423531014,0.182443963,0.54097954,0,0.511748,0,0,0,1
1668,0.176374766,0.047248519,0.231225058,0.98248696,0.507344392,0.26660938,0.711055842,0.809858458,0.104044502,0.4244355,2
